onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
0	5	75	0.8	left	1	6	grating	0
0	5	135	0.8	right	1	6	grating	0
3.9	0.4	n/a	n/a	middle	1	6	dim	0
6.8	0.4	n/a	n/a	middle	2	6	dim	0
8.5	5	120	0.8	right	2	6	grating	0
8.7	5	45	0.2	left	2	6	grating	0
12.1	0.4	n/a	n/a	middle	3	6	dim	0
16.1	5	135	0.2	right	3	6	grating	0
16.1	0.4	n/a	n/a	middle	4	6	dim	0
16.8	5	165	0.2	left	3	6	grating	0
19.2	0.4	n/a	n/a	middle	5	6	dim	0
23.3	0.4	n/a	n/a	middle	6	6	dim	0
24.4	5	60	0.8	right	4	6	grating	0
24.6	5	150	0.2	left	4	6	grating	0
28.5	0.4	n/a	n/a	middle	7	6	dim	0
32.3	5	120	0.2	right	5	6	grating	0
32.4	5	90	0.2	left	5	6	grating	0
33.6	0.4	n/a	n/a	middle	8	6	dim	0
37.4	0.4	n/a	n/a	middle	9	6	dim	0
40.2	5	105	0.8	right	6	6	grating	0
40.8	5	90	0.8	left	6	6	grating	0
41.1	0.4	n/a	n/a	middle	10	6	dim	0
44.4	0.4	n/a	n/a	middle	11	6	dim	0
46.9	0.4	n/a	n/a	middle	12	6	dim	0
48.4	5	150	0.8	right	7	6	grating	0
49.5	5	135	0.8	left	7	6	grating	0
51.6	0.4	n/a	n/a	middle	13	6	dim	0
54.4	0.4	n/a	n/a	middle	14	6	dim	0
57	5	135	0.2	right	8	6	grating	0
57.4	5	45	0.8	left	8	6	grating	0
57.9	0.4	n/a	n/a	middle	15	6	dim	0
61.5	0.4	n/a	n/a	middle	16	6	dim	0
64.7	5	150	0.2	right	9	6	grating	0
65.8	5	135	0.2	left	9	6	grating	0
66.6	0.4	n/a	n/a	middle	17	6	dim	0
69	0.4	n/a	n/a	middle	18	6	dim	0
73	5	165	0.2	right	10	6	grating	0
73.4	5	30	0.8	left	10	6	grating	0
74	0.4	n/a	n/a	middle	19	6	dim	0
77.2	0.4	n/a	n/a	middle	20	6	dim	0
80.3	0.4	n/a	n/a	middle	21	6	dim	0
81.6	5	60	0.8	left	11	6	grating	0
81.6	5	150	0.2	right	11	6	grating	0
84.2	0.4	n/a	n/a	middle	22	6	dim	0
88.8	0.4	n/a	n/a	middle	23	6	dim	0
89.3	5	15	0.2	right	12	6	grating	0
89.6	5	90	0.8	left	12	6	grating	0
91.8	0.4	n/a	n/a	middle	24	6	dim	0
94.8	0.4	n/a	n/a	middle	25	6	dim	0
97.1	5	165	0.8	right	13	6	grating	0
98	5	75	0.2	left	13	6	grating	0
100.2	0.4	n/a	n/a	middle	26	6	dim	0
104.4	0.4	n/a	n/a	middle	27	6	dim	0
105.2	5	90	0.2	right	14	6	grating	0
105.8	5	30	0.2	left	14	6	grating	0
107.7	0.4	n/a	n/a	middle	28	6	dim	0
113	0.4	n/a	n/a	middle	29	6	dim	0
113.4	5	150	0.8	left	15	6	grating	0
113.8	5	120	0.2	right	15	6	grating	0
118.1	0.4	n/a	n/a	middle	30	6	dim	0
121	0.4	n/a	n/a	middle	31	6	dim	0
121.4	5	30	0.2	left	16	6	grating	0
121.9	5	165	0.8	right	16	6	grating	0
123.4	0.4	n/a	n/a	middle	32	6	dim	0
128	0.4	n/a	n/a	middle	33	6	dim	0
129.7	5	150	0.8	left	17	6	grating	0
129.7	5	120	0.8	right	17	6	grating	0
133	0.4	n/a	n/a	middle	34	6	dim	0
135.7	0.4	n/a	n/a	middle	35	6	dim	0
137.3	5	0	0.2	left	18	6	grating	0
137.8	5	75	0.2	right	18	6	grating	0
138.2	0.4	n/a	n/a	middle	36	6	dim	0
142.4	0.4	n/a	n/a	middle	37	6	dim	0
145.3	5	135	0.2	left	19	6	grating	0
146	5	15	0.2	right	19	6	grating	0
146.6	0.4	n/a	n/a	middle	38	6	dim	0
150.6	0.4	n/a	n/a	middle	39	6	dim	0
153	0.4	n/a	n/a	middle	40	6	dim	0
153.6	5	15	0.8	left	20	6	grating	0
154	5	135	0.8	right	20	6	grating	0
157.5	0.4	n/a	n/a	middle	41	6	dim	0
161.5	5	15	0.8	right	21	6	grating	0
162.1	5	45	0.2	left	21	6	grating	0
162.8	0.4	n/a	n/a	middle	42	6	dim	0
167.9	0.4	n/a	n/a	middle	43	6	dim	0
169.9	5	60	0.2	right	22	6	grating	0
170	5	105	0.2	left	22	6	grating	0
170.6	0.4	n/a	n/a	middle	44	6	dim	0
174	0.4	n/a	n/a	middle	45	6	dim	0
177.1	0.4	n/a	n/a	middle	46	6	dim	0
178	5	150	0.2	left	23	6	grating	0
178	5	0	0.2	right	23	6	grating	0
181.2	0.4	n/a	n/a	middle	47	6	dim	0
185.4	0.4	n/a	n/a	middle	48	6	dim	0
185.9	5	105	0.2	right	24	6	grating	0
186.6	5	105	0.8	left	24	6	grating	0
188.7	0.4	n/a	n/a	middle	49	6	dim	0
193.4	5	0	0.2	right	25	6	grating	0
193.5	0.4	n/a	n/a	middle	50	6	dim	0
195	5	165	0.8	left	25	6	grating	0
198.3	0.4	n/a	n/a	middle	51	6	dim	0
201.3	5	30	0.8	right	26	6	grating	0
202.8	5	120	0.8	left	26	6	grating	0
203.1	0.4	n/a	n/a	middle	52	6	dim	0
206.5	0.4	n/a	n/a	middle	53	6	dim	0
209	0.4	n/a	n/a	middle	54	6	dim	0
209.1	5	60	0.8	right	27	6	grating	0
211.2	5	75	0.8	left	27	6	grating	0
213.5	0.4	n/a	n/a	middle	55	6	dim	0
216.8	5	75	0.8	right	28	6	grating	0
218.9	0.4	n/a	n/a	middle	56	6	dim	0
219	5	75	0.2	left	28	6	grating	0
221.8	0.4	n/a	n/a	middle	57	6	dim	0
224.5	0.4	n/a	n/a	middle	58	6	dim	0
225.3	5	45	0.8	right	29	6	grating	0
226.8	5	105	0.2	left	29	6	grating	0
229.7	0.4	n/a	n/a	middle	59	6	dim	0
233.3	5	45	0.8	right	30	6	grating	0
233.5	0.4	n/a	n/a	middle	60	6	dim	0
234.3	5	120	0.8	left	30	6	grating	0
238.5	0.4	n/a	n/a	middle	61	6	dim	0
240.8	5	45	0.2	right	31	6	grating	0
242.2	5	120	0.2	left	31	6	grating	0
243.4	0.4	n/a	n/a	middle	62	6	dim	0
246.3	0.4	n/a	n/a	middle	63	6	dim	0
248.7	5	90	0.2	right	32	6	grating	0
249.4	0.4	n/a	n/a	middle	64	6	dim	0
250.2	5	165	0.8	left	32	6	grating	0
251.9	0.4	n/a	n/a	middle	65	6	dim	0
256.1	0.4	n/a	n/a	middle	66	6	dim	0
257.2	5	30	0.2	right	33	6	grating	0
258	5	60	0.2	left	33	6	grating	0
260.9	0.4	n/a	n/a	middle	67	6	dim	0
264.8	0.4	n/a	n/a	middle	68	6	dim	0
264.9	5	60	0.2	right	34	6	grating	0
265.8	5	15	0.2	left	34	6	grating	0
267.2	0.4	n/a	n/a	middle	69	6	dim	0
272.6	0.4	n/a	n/a	middle	70	6	dim	0
273.5	5	15	0.8	right	35	6	grating	0
273.6	5	45	0.8	left	35	6	grating	0
276.5	0.4	n/a	n/a	middle	71	6	dim	0
279.9	0.4	n/a	n/a	middle	72	6	dim	0
281.4	5	90	0.8	right	36	6	grating	0
282.3	5	0	0.2	left	36	6	grating	0
282.8	0.4	n/a	n/a	middle	73	6	dim	0
287.1	0.4	n/a	n/a	middle	74	6	dim	0
289.3	5	165	0.2	right	37	6	grating	0
290.9	5	120	0.2	left	37	6	grating	0
291.2	0.4	n/a	n/a	middle	75	6	dim	0
295.9	0.4	n/a	n/a	middle	76	6	dim	0
297	5	0	0.2	right	38	6	grating	0
298.7	0.4	n/a	n/a	middle	77	6	dim	0
298.9	5	15	0.8	left	38	6	grating	0
302.2	0.4	n/a	n/a	middle	78	6	dim	0
305	0.4	n/a	n/a	middle	79	6	dim	0
305.4	5	0	0.2	right	39	6	grating	0
307	5	30	0.8	left	39	6	grating	0
310	0.4	n/a	n/a	middle	80	6	dim	0
312.9	5	75	0.2	right	40	6	grating	0
313.4	0.4	n/a	n/a	middle	81	6	dim	0
315.2	5	165	0.2	left	40	6	grating	0
316.6	0.4	n/a	n/a	middle	82	6	dim	0
319	0.4	n/a	n/a	middle	83	6	dim	0
321.6	5	30	0.8	right	41	6	grating	0
323.3	5	0	0.2	left	41	6	grating	0
329.3	5	105	0.8	right	42	6	grating	0
331.1	5	90	0.2	left	42	6	grating	0
337.1	5	30	0.2	right	43	6	grating	0
339.8	5	60	0.2	left	43	6	grating	0
345.4	5	45	0.2	right	44	6	grating	0
347.5	5	105	0.8	left	44	6	grating	0
353	5	150	0.8	right	45	6	grating	0
356.1	5	135	0.8	left	45	6	grating	0
361.1	5	75	0.8	right	46	6	grating	0
363.6	5	15	0.2	left	46	6	grating	0
369.5	5	105	0.2	right	47	6	grating	0
371.5	5	0	0.2	left	47	6	grating	0
378.2	5	90	0.8	right	48	6	grating	0
379.9	5	60	0.8	left	48	6	grating	0
